sentence,count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,subjectivity
"""De sobremesa um doce com aipim, sorvete de côco e doce de leite.""",14.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""O côco pesou para mim, mas essa é uma intolerância minha.""",12.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""A sobremesa estava excelente.""",5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""A minha amiga que comeu também não teve problema algum.""",11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Recomendo e voltarei!""",4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Difícil não sair satisfeito do Rascal.""",7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""O Buffet tem uma variedade de saladas maravilhosa que se completa com os pratos quentes do dia.""",18.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Almoço caseiro muito bom, três opções de carne, muita variedade de saladas, três frutas, um bufê de sobremesas incrivel, com bolos e tortas doces e dois sucos naturais, o melhor é o preço, R$18,90 a vontade!!!""",38.0,5.0,4.0,5.0,1.0,2.0,5.0,0.0,14.0,4.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
"""Ambiente rústico que traz o apelo artesanal.""",8.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""O cardápio conta com pizzas de sabores diferenciados, bebidas interessantes e preços compatíveis.""",14.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""A fabricação é visível aos clientes e o atendimento é bom.""",12.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Bem localizado na Av.""",5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Dom Severino, local nobre da zona leste da cidade.""",10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Fui com amigos comemorar um aniversário, por fora o prédio é bem velho e feio.""",16.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""No ambiente do restaurante temos a vista a beira mar de Niteroi e da ponte, esse acredito ser o ponto alto do restaurante.""",24.0,1.0,6.0,1.0,1.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""As estradas foram boas mas o como prato principal pedi um bacalhau para dois e não achei grande coisa, estava bom mas um pouco ressecado.""",26.0,4.0,2.0,4.0,2.0,3.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
"""De sobremesa pedi um sorvete  que vem com dois tipos de mousses, porção bem pequena.""",16.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Não pedimos vinho ou alguma bebida cara para elevar o preço.""",12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Em resumo, nada que justifique o preço de R$ 194,40 por pessoa.""",14.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"""Recomendo!""",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Estive almoço de Natal do Fogo de Chão Danto Amaro e o atendimento foi excepcional.""",16.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Destaque para o Mateus, Maciel e em especial o Carlos""",10.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""É tipo um boteco sofisticado.""",6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""O espaço é apertado , mas o serviço é bom e os aperitivos são de qualidade , muito bons.""",18.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Freqüentado pelos moradores do Leblon.""",6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Muito bem localizado em frente à praia de Meirelles, pouco depois da popular ""feirinha"", com excelente atendimento e ambiente muito agradável.""",22.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Comi a famosa carne seca na moranga, que faz jus à sua fama.""",14.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Bem servido para duas pessoas, vem acompanhada de arroz e salada verde com vinagrete de rapdura.""",17.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Recomendo também a Caipirosca de morango.""",7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Fui num domingo, dia em que a dupla de músicos atendia na hora os pedidos dos clientes e tocavam de sertanejo a rock, passando por mpb e bossa nova.""",30.0,1.0,8.0,1.0,1.0,2.0,2.0,0.0,11.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"""O restaurante Coco Bambu de Fortaleza/CE é excelente, com dezenas de opções de pratos, variando entre peixes, frangos e carnes vermelhas.""",22.0,2.0,5.0,2.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Há também dezenas de opções de bebidas (quentes ou frias) e sobremesas variadas.""",14.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""O atendimento é extremamente agradável, com garçons muito solícitos e simpáticos.""",12.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Como não poderia deixar de ser, nem tudo é perfeito.""",11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"""O preço do restaurante é alto, mas a quantidade de comida nos pratos vale muito à pena e serve bem ao menos 2 pessoas.""",25.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Restaurante com atendimento cordial, preço na média da região e boa variedade de pratos e sobremesas.""",17.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""As sobremesas merecem destaque pela variedade e sabor.""",9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Local muito bom , na Passarela do Caranguejo.""",8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Com excelente comida e música ao vivo.""",8.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Destaque para a decoração que achei incrível .""",8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""ótimo atendimento.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Preço dentro da média .""",5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Vale a pena conhecer.""",5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""A melhor cerveja artesanal de Belém, fica na Cervejaria Amazon Beer, localizada na Estação das Docas, próximo ao ver-o-peso, um dos ambientes mais indicados para os turistas, além, de poder ver o por-do-sol a beira da baia do guajará.""",40.0,2.0,9.0,2.0,0.0,0.0,4.0,0.0,8.0,1.0,0.0,0.0,6.0,9.0,1.0,0.0,5.0,0.0,2.0,1.0,1.0
"""Existe diversos tipos de cervejas, como a com sabor de açaí, taperebá e bacuri.""",15.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""As pizzas da Forneria são ótimas!!""",7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Massa deliciosa, ingredientes de qualidade.""",6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""O atendimento é muito bom e o preço bem justo.""",11.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Pizza simples (margherita) sai por R$ 47, uma mais elaborada por R$ 56!!""",14.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
"""O restaurante é especializado na cozinha portuguesa.""",8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Atendimento muito bom, o bacalhau esplêndido.""",7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""O único defeito é o espaço que é pequeno.""",10.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Os pratos quentes do restaurantes são deliciosos.""",8.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Restaurante a kilo , normalmente são de baixo custo , atenção , não é o caso deste !""",15.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""O kilo perto dos R $ 75,00 torna o almoço de rotina muito caro , permitindo o cálculo e trazendo o almoço no Mangai pra uma realidade possível , quanto ao sabor ... muito bom !""",34.0,3.0,4.0,3.0,0.0,1.0,6.0,0.0,7.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
"""Bom mesmo.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Comida perfeita, atendimento do garçom Wemerson nota 10, música agradável, ambiente agradável""",12.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Bebida sempre gelada , pessoas bonitas  e simpáticas , lugar perfeito para fazer amizades e passar a noite toda bebendo e comendo!""",21.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0
"""Atendimento top, Wemerson garçom com um atendimento impecável, chopp gelado e comida de primeira.""",15.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Muito bom!!!""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""A comida do restaurante é maravilhosa, com boa variedade de pratos e vinhos, o ambiente também é fenomenal.""",19.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Porém o atendimento deixa muito a desejar, a entrada demorou muito mais que o prato principal, acredito que esqueceram de encaminhar o pedido, a coca-cola que pedimos não veio, tivemos que pedir a outro garçom.""",36.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,5.0,0.0,10.0,0.0,2.0,0.0,1.0
"""E os preços são um pouco caro, nada exorbitante, mas R$ 16,50 numa entrada simples de apenas 06 torradas de brusqueta e R$ 51,00 num prato de macarrão simples com molho vermelho é um pouco defasado da realidade.""",41.0,5.0,7.0,5.0,2.0,3.0,3.0,0.0,9.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
"""comida muito boa e de alto nível, lugar super agradável e atendimento de primeira.""",15.0,5.0,2.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""parabéns aos proprietários .""",4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Comidas típicas do Nordeste, decoração rústica é bem aconchegante com atendimento ótimo e estacionamento privativo.""",16.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Lugar pequeno e no ápice do sucesso, então é normal que tenha fila.""",14.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Achei a gestão da fila atenciosa e amigável.""",9.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""O lugar é descontraído e a proposta particular e bem cuidada nos detalhes.""",14.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""O valor é médio alto e o serviço ágil.""",10.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Um lugar que está na moda.""",7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Mas nada de ""best 50""......""",6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"""Cheguei no local na noite do dia 25/04/2019.""",9.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""O restaurante possui uma loja de vinhos, onde pude encontrar opções bastante em conta e outras um pouco mais caras.""",21.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
"""Tem vinhos para todos os gostos mas, para ser sincero, achei fraca da disponibilidade dos vinhos do Porto, meu vinho favorito.""",22.0,3.0,4.0,3.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Muito poucas (e caras) opções.""",6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Os garçons são muito educados e atenciosos.""",8.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""O ambiente é interessante.""",5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Ambiente familiar.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Os pratos são extraordinários, atendimento cortês e a Carla Pernambuco passa de mesa em mesa cumprimentando os clientes.""",19.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Superou nossa expectativa.""",4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Uma opção excelente, os hambúrgueres são muito gostosos, a maionese artesanal é espetacular, as batatas bem crocantes, o atendimento é sempre bom.""",23.0,6.0,0.0,6.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""O melhor fondue que já comi!!!!""",7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
"""Tudo com muita qualidade e atendimento ideal.""",8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Única coisa chata é a espera.""",7.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Cheguei às 20h e entrei somente as 22h.""",9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Mas ainda assim vale muito a pena.""",8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""A hamburgueria oferece um conceito inovador, seja em seu cardápio ou em sua decoração.""",15.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Trata-se da tradicional localização do famoso Rio’s .""",8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""A proposta é seguir o modelo do antigo Porcão, inclusive sem grandes modificações na estrutura.""",16.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Mantiveram tudo igual: buffet de saladas incrivel e as carnes chegando a mesa no estilo rodízio.""",17.0,3.0,2.0,3.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Quanto as carnes tudo dentro do esperado sem grandes novidades.""",11.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Ficam devendo as costelas bovinas e as linguiças .""",9.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Preços bem salgados por sinal.""",6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Vou demorar para voltar!""",5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""fomos pra um café da manhã no dia dos pais, estava bem cheio mas havia mesa disponível.""",18.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Local linda, com mesas ao ar livre e super arborizado, tem um cantinho pra crianças com alguns brinquedos e lápis pra desenhar.""",23.0,3.0,4.0,3.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Comida boa mas sem muita variedade, devem melhorar no atendimento pq demora um pouco.""",15.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Pedimos um cardápio pronto de café da manhã pra dividirmos, não troxeram pratos suficientes e, ao solicitarmos demoraram pra trazer, tivemos que pedir pra outra pessoa que prontamente nos atendeu.""",31.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,9.0,0.0,1.0,0.0,0.0
"""Vale a visita em um dia ensolarado, local muito aconchegante.""",11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Comida maravilhosa, preco justo....""",5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Bar do Adão é tradicional dos cariocas!""",8.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Destaque para o pastel de camarão e a cervejinha na calçada!""",12.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Maravilhoso!""",2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Fomos comemorar meu aniversário no Coco Bambu e tivemos um excelente atendimento - garçom Carlos , além da comida que estava deliciosa e bebidas perfeitas.""",25.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Comida boa e com um diferencial no sabor.""",9.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Lanches de qualidade e com inovação, bom para um final de tarde entre amigos""",14.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Outback é uma otima opção para comer e beber com qualidade, fica situado no shopping Center Norte com facil acesso, muito bom para almoço em familia, amigos e ate mesmo um almoço de negócio informal, recomendo como pedido a costelinha de porco, simplesmente perfeito.""",45.0,6.0,8.0,6.0,1.0,2.0,3.0,0.0,11.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0
"""Sem duvida o menezes Grill é o melhor espetinho de carne que existe no bairro da Cidade Velha é bem servidor e delicioso.""",24.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0
"""Posso ter tido azar, mas não gostei desse restaurante.""",10.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"""A decoração é muito bonita, mas os pratos deixaram a desejar.""",12.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Achei muito caro por aquilo que serve.""",8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Primeira vez que fui ao Mamma Jamma e tive uma boa experiência.""",13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Preço é justo: Pedi de entrada um pão com calabresa, com queijo gratinado (muito bom, por sinal) e uma pizza grande para dividir por 2 pessoas + bebidas, e deu um pouco menos de 60 reais para cada.""",39.0,4.0,7.0,4.0,1.0,2.0,4.0,0.0,11.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Atendimento e comida excelente como sempre!""",7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
