sentence,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
"@caiomachado23 @FabioDeuZebra93 não teve jeito peguei,outro note p/assistir essa FT e trabalhando na corretora Dell porto seguro  #bsopsp",19.0,3.0,0.1578947368421052,6.0,0.0437956204379562,0.0
minha mãe é tão foda que ela conseguiu um note da dell pra mim por 200 pila,17.0,0.0,0.0,0.0,0.0,0.0
Dificuldades com seu monitor de tela plana ou tela do seu note da Dell? A ITLine te ajuda! Confira aqui como... http://fb.me/7d8imT3f8,23.0,5.0,0.217391304347826,8.0,0.0597014925373134,0.0
"consegui trocar meu note ao invés de mandar pra assistência, peguei um da dell melhor q o meu e pelo mesmo valor ==== sorte grandeeee",25.0,0.0,0.0,0.0,0.0,1.0
#OperacaoBetaLab Dell lança notebook com sistema Ubuntu e tela 4K no Brasil: A Dell lança nesta semana um note... http://bit.ly/1DDkW1B,21.0,6.0,0.2857142857142857,13.0,0.0962962962962963,0.0
"Para os campuseiros que <3 Tecnologia! Notebook Dell Inspiron com Intel Core i5, por R$1.799! http://maga.lu/1KvjkcL",18.0,8.0,0.4444444444444444,10.0,0.0862068965517241,0.0
Olha o note people!,4.0,1.0,0.25,1.0,0.0526315789473684,0.0
@creytosays preciso do note n quero levar o meu dell TOUCHSCREAM e ser roubado,14.0,1.0,0.0714285714285714,11.0,0.141025641025641,0.0
"Abbiamo nuovo presidente. Sergio Matarella,da união de centro-esquerda Partido Democratico,com amigos cantando o hino http://video.repubblica.it/dossier/la-corsa-per-il-quirinale-elezione-presidente-della-repubblica-dopo-",19.0,5.0,0.2631578947368421,5.0,0.0226244343891402,0.0
Comprei um note da Dell ✌✌ chupa humanidade,8.0,2.0,0.25,2.0,0.0465116279069767,1.0
Frustado com o atendimento da Dell. Note c/ 3 semanas deu problema no carregador. Suporte ficou de me enviar um novo... @DellAjuda,22.0,5.0,0.2272727272727272,6.0,0.0461538461538461,1.0
"Comprei o note por causa do ""excelente"" suporte da Dell. @DellAjuda",11.0,3.0,0.2727272727272727,4.0,0.0597014925373134,1.0
"@Xenoninho  to te mandando uma coca, mas qnd a Dell tiver fazendo uma promoção dessas c pfvr me mande um note nv, pq o meu tá um cu. Vlws!",29.0,3.0,0.1034482758620689,3.0,0.0217391304347826,0.0
"O gente, me diz, qual marca de note é melhor: acer, dell ou hp?",14.0,0.0,0.0,1.0,0.0158730158730158,0.0
"Obrigado DELL pelo presentinho.... Bolsa pra note de 15"" e HD de 1tb... Consultoria Dell é na Rede… http://instagram.com/p/ycHAZxSdCU/",20.0,8.0,0.4,17.0,0.126865671641791,1.0
Achei a pulseira do carregador do meu note da dell e hiper combinou com meu pulso,16.0,1.0,0.0625,1.0,0.0123456790123456,0.0
"Amigos, estou sem conputador essa semana. O cara da Dell veio arrumar meu note ontem mas o problema repetiu-se e... http://fb.me/2nr7f0J1S",22.0,3.0,0.1363636363636363,5.0,0.036231884057971,0.0
"Precisa de suporte @Dell no fim de semana? Esqueça! Problemas no carregador do note novo na sexta noite, esperando ate 5 dias p repor!",24.0,4.0,0.1666666666666666,4.0,0.0298507462686567,1.0
Queria muito que fosse mais rápido a atualização do note. A Dell só fode os caras.,16.0,2.0,0.125,3.0,0.0365853658536585,1.0
@Dell meu note esta esquentando absurdamente rápido. Como proceder?,9.0,2.0,0.2222222222222222,2.0,0.0298507462686567,0.0
para amigos q perguntou sobre setup Dell totalmente diferente dos outros assim como o note do lado que acabou de... http://fb.me/2YMQYWW3P,22.0,2.0,0.0909090909090909,8.0,0.0579710144927536,0.0
Cara da Dell ta aq troocando as peças do note(de novo). Espero q resolva dessa vez,17.0,3.0,0.1764705882352941,3.0,0.0365853658536585,1.0
"Agora no Brasil,Dell lança note com tela de ""borda infinita"" http://www.ztop.com.br/dell-xps-13/   Link permanente da imagem incorporada",20.0,4.0,0.2,4.0,0.0294117647058823,0.0
"Isso de anunciar um produto que acabou de ser morto pode ser bom sinal. A Samsung anunciou o 1o Note logo depois do Dell Streak de 5"" morrer",28.0,5.0,0.1785714285714285,6.0,0.0428571428571428,0.0
Comprar um note na dell e ganhar dois. A gente se ver por ai,14.0,1.0,0.0714285714285714,2.0,0.0333333333333333,0.0
É a segunda vez que meu carregador para de funcionar misteriosamente. Dell só sabe fazer computador porque acertar no carregador de note...,22.0,1.0,0.0454545454545454,1.0,0.0071942446043165,1.0
Umboxing Note Book da Dell - este é TOP http://youtu.be/ulNaW4dFt1k?a,12.0,6.0,0.5,10.0,0.144927536231884,0.0
Adicionei um vídeo a uma playlist @YouTube http://youtu.be/ulNaW4dFt1k?aUmboxing … Note Book da Dell - este é TOP,19.0,8.0,0.4210526315789473,13.0,0.1150442477876106,0.0
Será q a Dell aceita um note usado como parte de pagamento de um novo?...:D,16.0,2.0,0.125,3.0,0.04,0.0
compramos um note da dell,5.0,0.0,0.0,0.0,0.0,0.0
meu note tem um mes e minha mae acabo de quebra ele ((ela ta liganu na dell agr sa porra,20.0,0.0,0.0,0.0,0.0,0.0
"Meu note reiniciando pela segunda vez, depois de voltar do modo de suspensão. #windows #dell",15.0,1.0,0.0666666666666666,1.0,0.0108695652173913,0.0
"Se eu for chamado pra esse trampo, vou comprar 1 pc e 1 note da Dell, e um smartphone da Asus",21.0,3.0,0.1428571428571428,3.0,0.032258064516129,0.0
Acabei de comprar um note da Dell e a atendente não anotou meu email direito... E agora nada de boleto ;(,21.0,2.0,0.0952380952380952,3.0,0.0285714285714285,0.0
"Meu note ta uma bosta, tenho que chamar a assistência da dell aqui em casa mas amanha to indo pra praia. Nem sei o que fazer",26.0,2.0,0.0769230769230769,2.0,0.0161290322580645,1.0
Finally depois de anos consegui comprar meu note e o melhor q é um dell (visivelmente inteligente) *---*,18.0,1.0,0.0555555555555555,1.0,0.0096153846153846,1.0
"@viasevedo Minha irmã,  que faz coisas mais leves e queria um note (ela tá com um net antigo e o dell dela pifou) vai ficar com ele :D",28.0,1.0,0.0357142857142857,2.0,0.0149253731343283,0.0
".@pontofrio oi? esse era o valor q tava antes de eu pedir desconto, um valor mt + CARO q o @magazineluiza tá vendendo http://migre.me/o5vlD",25.0,1.0,0.04,5.0,0.0359712230215827,0.0
"Sai pra comprar uma meia calça na Lupo e voltei com im note Dell 8gb ran, placa de vídeo de 2gb core i7...  e kd a meia calça?????",28.0,3.0,0.1071428571428571,3.0,0.023076923076923,0.0
Meu note chegou da dell ??,5.0,1.0,0.2,1.0,0.0384615384615384,0.0
@pontofrio pinguim lyndooo!! me dá um desconto nesse note aqui: http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Touch-Dell-Inspiron-I14-5447-A30-com-Intel-Core-i7-4510U-8GB-1TB-Leitor-de-Cartoes-HDMI-Placa-Grafi,14.0,17.0,1.2142857142857142,23.0,0.1040723981900452,0.0
@magazineluiza amorrrr!!! me dá um descontooo no boleto nessa oferta aqui http://www.magazineluiza.com.br/notebook-dell-inspiron-i14-5447-a30-intel-core-i7-8gb-1tb-windows-8.1-led-14-placa-de-video-2gb/p/2019767/in/note/?,16.0,0.0,0.0,0.0,0.0,0.0
"nossa, notebook com placa de vídeo por 1800 reais  http://www.magazineluiza.com.br/notebook-dell-inspiron-i14-3442-a40-intel-core-i5-8gb-1tb-windows-8.1-led-14-hdmi-placa-de-video-2gb/p/0858364/in/note/ …",15.0,0.0,0.0,0.0,0.0,0.0
"@giovanealex apreciável que vejo entre ambos. Mas, estou pensando em configurar o note com SSD 128gb em vez de HD 500, na central da Dell.",25.0,4.0,0.16,7.0,0.0507246376811594,0.0
"Meu pai comprou um note Dell core i3, vai sair briga em casa",13.0,2.0,0.1538461538461538,2.0,0.0333333333333333,0.0
Meu note pifou. Dai eu ligo na dell e eles me falam que vão trocar o HD e tudo. será. perdido.,21.0,3.0,0.1428571428571428,4.0,0.0425531914893617,0.0
"Umbria Jazz, apertura con le note e la voce di Paolo Conte - Corriere dell'Umbria http://bit.ly/1BPg88R",17.0,7.0,0.4117647058823529,9.0,0.087378640776699,0.0
Próximo passo: http://www.magazineluiza.com.br/notebook-dell-inspiron-i15-5547-a10-intel-core-i5-8gb-1tb-windows-8.1-led-15-6-placa-de-video-2gb/p/2019741/in/note/ …,8.0,1.0,0.125,1.0,0.006060606060606,0.0
"Let pergunta: qual a marca do note de vcs? #askdirectioner”Dell""samsung",10.0,2.0,0.2,2.0,0.028169014084507,0.0
Até que fim um note bom da DELL nessa nova safra. http://fb.me/6oQI6C1J2,13.0,3.0,0.2307692307692307,9.0,0.125,1.0
"@filemyeon tipo to comprando notebook agora e o que eu queria da dell saiu de linha, e por causa dos dvds de kpop, eu quero um note que",28.0,0.0,0.0,0.0,0.0,0.0
Dois anos de note estragado e agora nem o reembolso e feito.Espero que a Dell se retrate e faça a coisa certa.Vou ficar aguardando....,26.0,4.0,0.1538461538461538,4.0,0.0298507462686567,1.0
note dell é outro nível,5.0,0.0,0.0,0.0,0.0,0.0
http://Dell.com  análise do cliente: melhor produto http://fb.me/4fwX1N3Us,9.0,2.0,0.2222222222222222,4.0,0.054054054054054,0.0
Análise: notebook Dell XPS 13 [vídeo],6.0,3.0,0.5,5.0,0.1351351351351351,0.0
"Análise: Dell Chromebox, um mini PC criado para a nuvem: Computadores com o Chrome OS ainda são pouco comuns n... http://bit.ly/1XT4eHI",22.0,8.0,0.3636363636363636,13.0,0.0962962962962963,0.0
"Análise: Dell Chromebox, um mini PC criado para a nuvem: Computadores com o Chrome OS ainda são pouco comuns n... http://bit.ly/1J2Cd58",22.0,8.0,0.3636363636363636,11.0,0.0814814814814814,0.0
"Análise: Dell Chromebox, um mini PC criado para a nuvem - Desktops http://fb.me/6PQk1qgHA",14.0,6.0,0.4285714285714285,10.0,0.1123595505617977,0.0
Gostei de um vídeo @YouTube http://youtu.be/77FmnGQ9n6A?aMetal … Gear Solid V: The Phantom Pain [Análise] - Baixaki Jogos,19.0,12.0,0.631578947368421,17.0,0.140495867768595,0.0
Dell Venue 8 [Análise de Produto] - Tecmundo http://www.videosonline.tv.br/tecnologia/2014/05/07/dell-venue-8-analise-de-produto-tecmundo/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …  #tecnologia #Video,16.0,8.0,0.5,12.0,0.0521739130434782,0.0
Análise: notebook Dell XPS 13 [vídeo],6.0,3.0,0.5,5.0,0.1351351351351351,0.0
Adicionei um vídeo a uma playlist @YouTube http://youtu.be/yk_yVzt3CwQ?aMouse … sem fio Dell WM324 - ANALISE COMPLETA,18.0,8.0,0.4444444444444444,25.0,0.2136752136752136,0.0
"@marcopzol A equipe de engenharia Dell está trabalhando na análise da falha relatada, porém a causa raiz ainda não foi detectada. ^Felipe",22.0,2.0,0.0909090909090909,3.0,0.0218978102189781,0.0
@MicrosoftAjuda Meu micro é um DELL inspiron 5721 e segundo análise feita pela própria Dell estaria apto p Windows 10.,20.0,5.0,0.25,9.0,0.0762711864406779,0.0
http://eexponews.com/analise-dell-venue-11-pro-serie-7000_6644135362560000 … - Análise: Dell Venue 11 Pro série 7000  Link permanente da imagem incorporada,16.0,5.0,0.3125,5.0,0.032258064516129,0.0
#Canaltech Análise: Dell Venue 11 Pro série 7000 http://migre.me/qZB6t,10.0,6.0,0.6,7.0,0.1,0.0
"RevistaWWW: #análise Tablet Dell Venue 11 tem configuração espartana para uso diário, mas depende de a... http://migre.me/qZkEm  #review …",20.0,5.0,0.25,9.0,0.0652173913043478,0.0
Adicionei um vídeo a uma playlist @YouTube http://youtu.be/yk_yVzt3CwQ?aMouse … sem fio Dell WM324 - ANALISE COMPLETA,18.0,8.0,0.4444444444444444,25.0,0.2136752136752136,0.0
Gostei de um vídeo @YouTube de @sigamarciocunha http://youtu.be/twhXyUwN0qE?a  Análise Notebook Híbrido Dell Inspiron 13 Series 7000,18.0,9.0,0.5,13.0,0.0984848484848484,0.0
Gostei de um vídeo @YouTube http://youtu.be/1oKj38N0fPY?aNotebook … Dell XPS 13 [Análise] - TecMundo,15.0,8.0,0.5333333333333333,15.0,0.15,0.0
#TecMundo Análise: notebook Dell XPS 13 [vídeo] http://bit.ly/1I75TOD,9.0,5.0,0.5555555555555556,11.0,0.1594202898550724,0.0
Análise: notebook Dell XPS 13 [vídeo]: Aparelho premium com design de ponta tem hardware poderoso e pode ser a... http://bit.ly/1I75TOD,21.0,5.0,0.238095238095238,10.0,0.074074074074074,0.0
#luanz Análise: notebook Dell XPS 13 [vídeo] - Aparelho premium com design de ponta tem hardware poderoso e pode s... http://ow.ly/31CrRQ,22.0,5.0,0.2272727272727272,9.0,0.0656934306569343,0.0
http://eexponews.com/analise-notebook-dell-xps-13-video_5227336978923520 … - Análise: notebook Dell XPS 13 [vídeo]  Link permanente da imagem incorporada,15.0,4.0,0.2666666666666666,6.0,0.0392156862745098,0.0
Análise: notebook Dell XPS 13 [vídeo] (via TecMundo) http://ift.tt/1OrJ7Gv,10.0,5.0,0.5,10.0,0.1351351351351351,0.0
Análise: notebook Dell XPS 13 [vídeo] - Aparelho premium com design de ponta tem hardware poderoso e pode ser a op... http://ow.ly/31CkNQ,23.0,5.0,0.217391304347826,9.0,0.0656934306569343,0.0
Informa: Análise: notebook Dell XPS 13 [vídeo] Leia mais em: http://fb.me/3Rwa8KD5S,12.0,6.0,0.5,11.0,0.1325301204819277,0.0
Adicionei um vídeo a uma playlist @YouTube http://youtu.be/1oKj38N0fPY?aNotebook … Dell XPS 13 [Análise] - TecMundo,17.0,8.0,0.4705882352941176,15.0,0.1304347826086956,0.0
Gostei de um vídeo do @YouTube http://youtu.be/1oKj38N0fPY?a  Notebook Dell XPS 13 [Análise] - TecMundo,16.0,8.0,0.5,15.0,0.145631067961165,0.0
Notebook Dell XPS 13 [Análise] - TecMundo https://youtu.be/1oKj38N0fPY  via @YouTube,11.0,7.0,0.6363636363636364,14.0,0.1666666666666666,0.0
Gostei de um vídeo @YouTube http://youtu.be/1oKj38N0fPY?aNotebook … Dell XPS 13 [Análise] - TecMundo 0 retweet 1 curtiu Responder   Retweetar    Curtir  1,23.0,11.0,0.4782608695652174,18.0,0.1168831168831168,0.0
Gostei de um vídeo @YouTube http://youtu.be/1oKj38N0fPY?aNotebook … Dell XPS 13 [Análise] - TecMundo,15.0,8.0,0.5333333333333333,15.0,0.15,0.0
"#análise Versatilidade, durabilidade e portabilidade são os pontos fortes do caro Dell Lat... http://migre.me/qOqKN  #review #tecnologia",17.0,4.0,0.2352941176470588,6.0,0.0441176470588235,0.0
"#análise Como uma Ferrari, ultrabook Dell XPS 13 tem potência de sobra e preço alto http://migre.me/qJ4m2  #review #tecnologia",19.0,5.0,0.2631578947368421,7.0,0.0555555555555555,0.0
#análise Dell Chromebox é um computador de mesa ao estilo Mac mini que roda Chrome OS http://migre.me/qHufZ  #review #tecnologia,20.0,6.0,0.3,8.0,0.0625,0.0
"De acordo com a analise realizada por nosso consultor, este computador é o que melhor irá se adequar as suas... http://fb.me/6UH18edWI",22.0,2.0,0.0909090909090909,5.0,0.0373134328358208,0.0
#luanz Análise: tablet Dell Venue 11 Pro 7140 [vídeo] - Voltado para os consumidores que buscam uma boa máquina pa... http://ow.ly/30J0fb,22.0,6.0,0.2727272727272727,6.0,0.0437956204379562,0.0
Análise: tablet Dell Venue 11 Pro 7140 [vídeo] (via TecMundo) http://ift.tt/1R00Nho,12.0,6.0,0.5,8.0,0.0963855421686747,0.0
Análise: tablet Dell Venue 11 Pro 7140 [vídeo] (via TecMundo) http://fb.me/3Xafj0yfv,12.0,6.0,0.5,7.0,0.0833333333333333,0.0
Adicionei um vídeo a uma playlist @YouTube http://youtu.be/p5Q61-L-Rtk?aTablet … Dell Venue 11 Pro 7140 [Análise] - TecMundo,19.0,10.0,0.5263157894736842,13.0,0.1048387096774193,0.0
Análise: tablet Dell Venue 11 Pro 7140 [vídeo]: Voltado para os consumidores que buscam uma boa máquina para o... http://bit.ly/1RMO50D,21.0,6.0,0.2857142857142857,9.0,0.0666666666666666,0.0
Análise: tablet Dell Venue 11 Pro 7140 [vídeo]: Voltado para os consumidores que buscam uma boa máquina para o... http://bit.ly/1Klejqt,21.0,6.0,0.2857142857142857,6.0,0.0444444444444444,0.0
Dell XPS 13 é a  http://info.abril.com.br/multimidia/tv/notebooks/dell-xps-13-e-a-ferrari-dos-notebooks-34cbce61aaa538a73d6ab7e60e8a8906.shtml … via @_INFO / 7.800 em um aparelho para trabalho de planilhas??? sério @_info? que baita an,28.0,3.0,0.1071428571428571,8.0,0.0340425531914893,0.0
Análise: notebook Dell Inspiron 13 série 7000 [vídeo] http://www.tecmundo.com.br/dell-inspiron-13-7000/82150-analise-notebook-dell-inspiron-13-serie-7000-video.htm … via @Tec_Mundo,16.0,4.0,0.25,5.0,0.0277777777777777,0.0
#luanz Análise: notebook Dell Inspiron 13 série 7000 [vídeo] http://ow.ly/30yU8w,11.0,4.0,0.3636363636363636,4.0,0.05,0.0
Análise: notebook Dell Inspiron 13 série 7000 [vídeo]: Modelo com tela sensível ao toque se destaca pela versa... http://bit.ly/1LHlF6l,20.0,5.0,0.25,7.0,0.0518518518518518,0.0
#betalab Análise: notebook Dell Inspiron 13 série 7000 [vídeo]: Modelo com tela sensível ao toque se destaca p... http://bit.ly/1fH5fAR,20.0,5.0,0.25,7.0,0.0518518518518518,0.0
Análise: notebook Dell Inspiron 13 série 7000 [vídeo] http://bit.ly/1fH5fAR,10.0,4.0,0.4,6.0,0.08,0.0
Análise: notebook Dell Inspiron 13 série 7000 [vídeo]: Modelo com tela sensível ao toque se destaca pela versa... http://bit.ly/1fH5fAR,20.0,5.0,0.25,7.0,0.0518518518518518,0.0
http://eexponews.com/analise-notebook-dell-inspiron-13-serie-7000-video_4761273602408448 … - Análise: notebook Dell Inspiron 13 série 7000 [vídeo]  Link permanente da imagem incorporada,17.0,4.0,0.2352941176470588,4.0,0.0216216216216216,0.0
"Esqueça essa história de querer entender tudo Em vez disso,VIVA.em vez disso,DIVIRTA-SE! Não analise,CELEBRE!!!""Osho""  Link permanente da imagem incorporada",24.0,9.0,0.375,25.0,0.1602564102564102,0.0
Dell Vostro 3558 em análise: Testamos um portátil com um preço abaixo dos 500 euros e com uma boa relação qual... http://bit.ly/1IfLhX9,23.0,4.0,0.1739130434782608,6.0,0.0444444444444444,0.0
[Exame Informatica] Dell Vostro 3558 em análise http://bit.ly/1JsEL0G  #tecnologia,10.0,5.0,0.5,8.0,0.0975609756097561,0.0
Gostei de um vídeo @YouTube http://youtu.be/S_OJ-0_RY48?aThe … Witcher 3: Wild Hunt [Análise] - BJ,16.0,10.0,0.625,15.0,0.1530612244897959,0.0
Já estamos a quase metade do ano!!! Hora de fazer uma auto-análise,12.0,2.0,0.1666666666666666,2.0,0.0303030303030303,0.0
Adicionei um vídeo a uma playlist @YouTube http://youtu.be/hBkWmMAJczo?a[REVIEW …] DELL VOSTRO 5470 (Análise em Português),17.0,8.0,0.4705882352941176,26.0,0.2131147540983606,0.0
Conheça o notebook intermediário Dell Vostro 5470 http://fb.me/3MDoCzfQ4,9.0,4.0,0.4444444444444444,7.0,0.0972222222222222,0.0
A saga continua! Ainda aguardando análise de uma falha de hardware que afeta TODOS os i14-5447. http://goo.gl/R6fc4a  #DellFAIL #Wi-FAIL,20.0,6.0,0.3,18.0,0.1323529411764706,0.0
"Esse é notebook Dell, não estava conectando a internet pelo wifi, foi feita uma análise e q correlção do problema... http://fb.me/6zpx0g1gL",22.0,2.0,0.0909090909090909,3.0,0.0215827338129496,0.0
Essa análise sai ou não sai? @DellAjuda @Dell @DellnoBrasil @DellAiutaPRO  Link permanente da imagem incorporada,15.0,6.0,0.4,12.0,0.1071428571428571,0.0
Como está essa análise @Dell @DellnoBrasil @DellAjuda @DellAjudaPRO ? A demora é de acordo com a competência? @Reclame_AQUI @entregadificil,18.0,6.0,0.3333333333333333,17.0,0.1223021582733813,1.0
"Inspiron 14 Série 3000 é o notebook mais barato da Dell no Brasil, mas será que o preço baixo compensa?",20.0,4.0,0.2,4.0,0.0388349514563106,0.0
"A @DellAjuda @DellAjudaPRO @Dell @DellnoBrasil confundi análise com terapia, quanto tempo vc levam p analisar?",15.0,4.0,0.2666666666666666,11.0,0.1,1.0
"I added a video to a @YouTube playlist http://youtu.be/QzZkRonBYmo?a  Computador Dell XPS 8700 , Abertura e Análise do PC Ver conteúdo multimídia",23.0,9.0,0.391304347826087,18.0,0.1241379310344827,0.0
Gostei de um vídeo @YouTube de @sigamarciocunha http://youtu.be/twhXyUwN0qE?a  Análise Notebook Híbrido Dell Inspiron 13 Series 7000,18.0,9.0,0.5,13.0,0.0984848484848484,0.0
pena que eu faço a análise 'ovo de páscoa/barra' com pc e penso 'quantos dell com i7 eu compro no lugar desse mac',23.0,0.0,0.0,0.0,0.0,0.0
Fiz a análise pelo site da Dell e disse que o disco rígido está em estado crítico. Devo chorar agora ou mais tarde?,23.0,3.0,0.1304347826086956,3.0,0.0260869565217391,0.0
Gostei de um vídeo @YouTube de @fenix_down http://youtu.be/rQXqRTcHg8s?a  Guilty Gear Xrd - Análise Fênix Down,17.0,9.0,0.5294117647058824,14.0,0.1272727272727272,0.0
Gostei de um vídeo @YouTube de @vrl_tecnologia http://youtu.be/yk_yVzt3CwQ?a  Análise Mouse sem fio Dell WM324,16.0,7.0,0.4375,11.0,0.1,0.0
Gostei de um vídeo @YouTube de @iphonegraphic http://ln.is/www.youtube.com/hibJo … Hands On Monitor Dell U2414H,17.0,8.0,0.4705882352941176,10.0,0.09009009009009,0.0
"Gostei de um vídeo do @YouTube de @hardwarecanucks http://youtu.be/VljPPnIMjSA?a  Dell Venue 10 7000 - Hands On , New 10.5"" Productivity",22.0,9.0,0.4090909090909091,16.0,0.1176470588235294,0.0
Gostei de um vídeo @YouTube de @digitaltrends http://youtu.be/ynDW97Y12PI?a  Dell Precision M3800 Laptop Hands-on review,16.0,8.0,0.5,13.0,0.1083333333333333,0.0
"Gostei de um vídeo @YouTube de @mj1111983 http://youtu.be/nlzqzo_dPzk?a  Dell Inspiron 15-3542 Notebook Unboxing, Hands On & Review",19.0,10.0,0.5263157894736842,11.0,0.0839694656488549,0.0
Gostei de um vídeo @YouTube de @linustech http://youtu.be/tW7V9HhAfxM?a  Dell UP2715K 5K IPS Monitor Hands On - CES 2015,20.0,10.0,0.5,22.0,0.1833333333333333,0.0
Dell XPS 13: o laptop pequenininho que todos querem levar pra casa [Hands-on CES 2015]:,15.0,4.0,0.2666666666666666,8.0,0.0919540229885057,0.0
Gostei de um vídeo @YouTube de @vergevideo http://youtu.be/tM56wrX7KOY?a  Hands-on with Dell's new Venue 8 7000 tablet — CES 2015,21.0,7.0,0.3333333333333333,14.0,0.1085271317829457,0.0
Gostei de um vídeo @YouTube de @iphonegraphic http://youtu.be/qNpkLFTSpfQ?a  Hands On Monitor Dell U2414H,15.0,8.0,0.5333333333333333,15.0,0.1428571428571428,0.0
http://bit.ly/1Dj9WIG   Novidades da Dell,5.0,3.0,0.6,6.0,0.1463414634146341,0.0
Gostei de um vídeo @YouTube de @mobilegeeksde http://youtu.be/jJsADR4XcH8?a  Dell Venue 8 7000 Hands On - 6mm 2K Tablet with Depth Camera,23.0,10.0,0.4347826086956521,17.0,0.1240875912408759,0.0
"Hands-on: Monitor Dell S2740L de 27 polegadas (ZumoBlog): Share With Friends:  ,  , Tecnologia - Áudio Digital... http://bit.ly/1ngLTUX",18.0,11.0,0.6111111111111112,16.0,0.1185185185185185,0.0
#dell https://www.youtube.com/watch?v=jJlHcEJpKrc&feature=youtu.be … olhe meu video se esta pensando em comprar um not dell,18.0,1.0,0.0555555555555555,5.0,0.040650406504065,0.0
aí que not lixoooooooooo dell bosta,6.0,0.0,0.0,0.0,0.0,1.0
Como se não bastasse meu celular estar estragado estragou o not também,12.0,1.0,0.0833333333333333,1.0,0.0142857142857142,1.0
"Consegui um not emprestado, ufa! ... Agora só mandar o meu para a dell concertar.",14.0,2.0,0.1428571428571428,2.0,0.0246913580246913,0.0
Essa merda de not novinho já ta dando problema. #Dell :/,11.0,2.0,0.1818181818181818,2.0,0.0357142857142857,1.0
"som do not da dell é baixinho, vou ter q largar uma gambiarra e conectar no som",17.0,0.0,0.0,0.0,0.0,1.0
@DellnoBrasil @DellAjuda amigos estou com o segundo not defeituoso vendido pela DELL a mais de 10 dias tentando contato e sou enrolado,22.0,3.0,0.1363636363636363,8.0,0.0597014925373134,1.0
vcs acham que o not da Dell é bom? #MPN #PITTY,11.0,3.0,0.2727272727272727,9.0,0.1956521739130435,0.0
EU TO ODIANDO TANTO A DELL POR NAO TER MANDADO O NOT AINDA PQ EU PODERIA TER VOTADO MAIS #WorthItVMA,20.0,18.0,0.9,75.0,0.75,1.0
"vo busa um not da #Dell Processador i3, 1 Tera bla bla bla.. seraa q isso e bom ?  kk nao sei..",21.0,3.0,0.1428571428571428,3.0,0.031578947368421,0.0
Alguém quer comprar um not da Dell?,7.0,2.0,0.2857142857142857,2.0,0.0571428571428571,0.0
Feliz com o meu not novo ? #Dell ??? (@ Casa do momor) https://www.swarmapp.com/c/1tHYMJ6bPzU,14.0,4.0,0.2857142857142857,9.0,0.0967741935483871,1.0
"aqui com o not da dell, aquele que tinha riscado o hd, agora tá com o hd novinho, tudo já instalado, ele já tá bombando!",25.0,0.0,0.0,0.0,0.0,1.0
mamis poderosa comprou outro not da dell,7.0,0.0,0.0,0.0,0.0,0.0
"Comprei um not da dell,foi encontrado um problema, a quase um mês que tento resolver e não consigo, pois o suporte e horrível",24.0,1.0,0.0416666666666666,1.0,0.008,1.0
Ruídos no teu Optiplex? NOT ANYMORE! http://del.ly/6016B1Sqi,8.0,5.0,0.625,14.0,0.2333333333333333,0.0
"Inspiron 14 Série 5000, novo Notebook da DELL com Ubuntu: A Dell colocou outro modelo de Not... http://bit.ly/1DNM7MG  via @blogdiolinux",21.0,8.0,0.3809523809523809,16.0,0.1176470588235294,0.0
Esse Not da Dell nem presta sapoha Ta com problema de Junta!,12.0,5.0,0.4166666666666667,5.0,0.0833333333333333,1.0
Quer dizer q se eu tenho um not da dell eu sou coxinha elite opressor discurso de ódio? KKKKKKK caralho petista é tudo merda msm. Q povo cão,28.0,2.0,0.0714285714285714,9.0,0.0642857142857142,0.0
"boas notícias hj, o outro not, o da dell, vai ser concertado, tudo dentro da garantia",16.0,0.0,0.0,0.0,0.0,1.0
@gotastico Meu pai ta juntando dinheiro pra comprar um not da Dell mas não sei quando ele vai comprar ._.,20.0,2.0,0.1,2.0,0.019047619047619,0.0
"São nesses momentos de escuridão do meu quarto que eu queria ter um not com teclado frufru da Dell que as letras ""brilham""",23.0,2.0,0.0869565217391304,2.0,0.0163934426229508,0.0
"@Vinicius_Dell Claro, normal,  namos reclama que não fala com ela, ai tu pega e compra um not, super normal, faço direto",21.0,2.0,0.0952380952380952,3.0,0.025,0.0
Meu not novo chegou ?,4.0,1.0,0.25,1.0,0.0476190476190476,0.0
Preciso de um not da Dell novo,7.0,2.0,0.2857142857142857,2.0,0.0666666666666666,0.0
Cade meu not? Quero jogar ?,5.0,2.0,0.4,2.0,0.074074074074074,0.0
compra cpu ou not da dell?,6.0,0.0,0.0,0.0,0.0,0.0
Se eu tivesse $$ iria comprar um not da dell pra ver seé isso tudo que falam mesmo!! ?,18.0,1.0,0.0555555555555555,1.0,0.0116279069767441,0.0
Preciso de uma bateria para o modelo de not Dell 14 2620,12.0,2.0,0.1666666666666666,2.0,0.0357142857142857,0.0
Bom dia...  Estou na dúvida se compro not da @HP ou da @Dell ??,13.0,4.0,0.3076923076923077,5.0,0.0793650793650793,0.0
