sentence,rule1,rule2,rule3,rule4,rule5,subjectivity
"O restaurante Peixe Vivo, apesar do nome não tem peixe vivo, porém todos os produtos, ficam em expositor refrigerado, de vidro, onde você pode escolher o que quer comer.",0,0,0,1,1,0
"Ótimas carnes, um buffet impecável e um atendimento excelente.",1,0,0,1,0,1
"Diferente do esperado para um domingo, enormes filas, chegamos e sentamos na varanda.",1,0,0,0,0,1
"Os pratos tem os valores médios de R$50,00.",0,0,0,1,0,0
"Os pedidos vieram rápido, estavam gostosos e nos pontos solicitados.",0,0,0,0,0,1
"Como críticas ficam a proximidade das mesas(menos de 20cm), impossibilitando qualquer tipo de privacidade, e os ridiculos R$7,50(por pessoa) do couvert, para 1(um) pedaço de pão e uma bolinha de manteiga.",1,0,0,0,0,0
"O Bawarchi é um restaurante indiano legítimo, sendo até seus atendentes naturais do país.",0,0,1,1,0,1
"A comida é simples, com poucas opções durante a semana, mas muito saborosa.",0,1,0,0,0,1
"E o preço é muito baixo, cerca de 20 reais o quilo.",0,1,0,0,0,1
"Ambiente agradável, atendimento excelente, preço compatível.",0,0,0,1,0,1
"Ambiente maravilhoso, música agradável, comida impecável e um garçom maravilhoso: Roberto, vc foi demais!!!",0,0,0,1,0,1
"Boa opcao, almoco e jantar.",1,0,0,0,0,1
Vou mais no almoco e aprecio a variedade principalmente das massas.,0,0,0,0,0,0
"Spaghetti com peperonccino, apimentado na medida certa, muito gostoso.",0,1,0,1,0,1
"Localizado na ilha da gigoia, na barra da tijuca, tem acesso apenas por barco.",0,0,0,0,0,0
A ilha fica escondida atrás de avenidas e prédios.,0,0,0,0,0,0
É preciso indicação.,1,0,0,0,0,0
"O restaurante tem uma ornamentação com mobiliário antigo, mas confortável, numa área que parece ser o quintal da casa sob uma antiga e frondosa castanheira, cujo fruto é conhecido no nordeste como coração de negro.",0,0,1,1,0,0
A decoração é de bom gosto e pitoresca.,1,0,0,0,0,1
O atendimento foi simpático.,0,0,0,0,0,1
A comida muito boa.,0,1,0,0,0,1
"Almoçamos um grelhado de peixe, lula e polvo, que estava saboroso.",0,0,0,0,0,1
Ingredientes frescos.,0,0,0,1,0,1
"Não é barato, mas valeu a visita.",0,0,0,0,0,1
"Comi um peixe podre no dia dos pais, parecia, pela minha expressão facial de repúdio ao sabor, que tinham injetado-me botox.",0,0,0,1,0,0
"O mais cômico foi ouvir de uma funcionária que não estava estragado (ela não provou, claro).",0,1,0,0,1,0
"Decerto ela deveria estar correta e minhas dezenas de milhares de células gustativas, com alta apuração para detecção de coisas podres, todas erradas.",1,0,0,1,0,0
"Praticamente tive que implorar para que cancelassem o valor do meu prato na minha comanda, mas se não cancelassem não faria tanta diferença, porque faria bom proveito usando como isca pra caçar urubu.",1,0,0,0,1,0
"Sem falar na coca que demorou mais de 20 minutos para chegar na mesa,",0,0,0,0,0,0
"Ambiente gostoso  , decoração e espaço belissimo , limpeza muito boa , atendimento nota 10 porem a  pizza deixa muito a desejar com relação a massa e sabor .",0,1,0,1,0,1
"O restaurante frango leste é um simples, já antigo e com a cerveja gelada, tem uma comida de qualidade, destaque para o frango desossado e a paçoca.",0,1,1,1,0,1
"Lugar de fácil acesso perto do aeroporto, tem uma variedade muito grande de sushis e bebidas, pena que não tem sashimi de atum nem polvo, mas vale muita a pena é uma ótima opção em refeição e o custo beneficio é ótimo pois lá tem sempre promoção.",1,1,0,0,1,1
Tudo feito na hora e tudo muito gostoso!,0,1,0,0,0,1
"Ótima experiência gastronômica; destaque para a feijoada, o ceviche de caju e o arroz de chouriço.",1,0,0,1,0,1
Ótimo atendimento e boa localização.,1,0,0,0,0,1
"Pesam contra o preço alto, as poucas opções de suco e a decoração muito despojada.",0,0,0,1,1,1
"Mesmo assim, no geral, uma ótima opção.",1,0,0,0,0,1
"A barraca estava lotada, e o atendimento demorado... mas o caranguejo estava excelente assim como a bolinha de peixe e as caipirinhas!!",0,0,0,0,0,1
O Vamo é um achado!,0,0,0,0,0,1
"Uma união de boa comida, bom preço e bom atendimento.",1,0,0,0,0,1
"Já fui algumas vezes, em diversas ocasiões, com grupos grandes, pequenos e mesmo em um jantar a dois.",0,0,0,1,0,0
O Atendimento é sempre bom.,0,1,0,0,0,1
Saborosa e calorosa porque a Yeran e o Agop vão em todas as mesas ver se estamos gostando muito!,0,0,0,0,0,1
"Além de tudo ser ótimo tem um molho de hortelã imperdível que fica acima do servidor, não percam!",0,0,0,1,1,1
Tomar nota que este hotel serve uma grande refeição de tamanho para começar por encomenda uma refeição e partilhar entre duas pessoas.,1,0,0,0,0,0
"Lugar descontraído para levar os amigos,bater papo, petiscar e tomar um chopinho.",0,0,0,0,0,1
Os preços são bons e fomos muito bem atendidas.,0,0,0,0,1,1
"Lugar agradável, seguro, com estacionamento privativo, música ao vivo, um mar de bolinhas pra criançada, e os melhores food trucks e lá tb tem os melhores churros que já comi!!",1,0,0,1,1,1
Frequento desde que abriu.,0,0,0,0,0,0
No começo  quando eu comecei a comprar as pizzas na Carginalli era usado material de qualidade era muito bom.,0,1,0,0,0,1
Só que passou a vir a pizza além  de queimada com pouco recheio e a qualidade do material péssima.,0,0,0,1,0,1
"É um dos mais antigos restaurantes italianos da cidade, a comida é muito boa, tem um rotoloni maravilhoso!",1,1,0,1,0,1
"Não gostamos de ir durante o fim de semana devido a acústica, geralmete é lotado e fica muito barulhento.",0,1,0,0,1,1
"Não é um restaurante que turista frequente, mas vale a pena!",0,0,0,1,0,0
Excelente custo beneficio.,1,0,0,0,0,1
"É um restaurante coma a vontade com clima familiar, super limpo, comida boa e variada e otimo atendimento.",1,0,0,1,0,1
recomendo!,0,0,0,0,0,0
"Lugar especialmente agradável, atendimento excepcional e a comida deliciosa.",0,1,0,1,0,1
Ótima apresentação dos pratos.,1,0,0,0,0,1
Carnes Angus muito saborosas e todo tipo de acompanhamentos a um preço razoável.,0,1,0,1,0,1
Aberto direto até 22 hs.,0,0,0,0,0,0
Recomendo.,0,0,0,0,0,0
O serviço do Bob's é quase sempre confuso e demorado.,0,1,0,0,0,1
"Por isso, se quiser realmente comer lá, vá quando estiver começando a ficar com fome.",0,0,0,0,1,0
Restaurante japonês excelente.,0,0,1,1,0,1
Diversidade nos tipos de peixes e pratos quentes.,0,0,0,1,0,0
Preço justo e sobremesa já incluída no valor.,0,0,0,1,1,1
Um fast food de comida japonesa que cumpre o que promete.,0,0,0,1,0,0
"Preço justo, serviço funcional e alimentos bem preparados e apresentados!",0,0,0,1,1,1
Fui no bife de chorizo e não me arrependi!,0,0,0,0,0,0
Carne saborosíssima com belos acompanhamentos também.,1,0,0,1,0,1
Garçom atencioso e preço justo pelo que oferece.,0,0,0,1,0,1
Recomendo.,0,0,0,0,0,0
Local aparentemente simples e pequeno mas super agradável e acolhedor.,0,1,0,0,0,1
"Cardápio bem enxuto, mas com itens que resolvem e agradam.",0,1,0,0,0,1
Preço justo e atendimento excelente.,0,0,0,1,0,1
"Localizado no Shopping Vila Olímpia, este restaurante é especializado em carnes, melhor dizendo, em burguers.",0,0,0,0,1,0
"E seus hambúrgueres são realmente caprichados, com nível de gordura menor que a maioria e com um pão especial, mais crocante, que vai muito bem com a carne e complementos.",0,1,0,1,1,1
"Há vários tipos de carnes e de tamanhos, vale experimentar.",0,0,0,0,0,0
"Outros pratos, oferecem massas, e um Wierner Schnietzel com maionese da casa,  muito bom.",0,1,0,0,0,0
"Aliás, tudo é feito em casa, maionese, linguiças, pão.",0,0,0,0,0,0
"A carta de vinhos é enxuta, mas adequada, e com preços bem razoáveis.",0,1,0,0,0,1
A conferir.,0,0,0,0,0,0
"O movimento na porta chamou atenção!""",0,0,0,0,0,0
